ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
3637,Kayseri Landfill Gas to Power Generation Project,R Enerji Elektrik Üretim A.Ş.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,Turkey,"157,255",Middle East,2024-11-25,2021-06-30,2028-06-29
3638,BERGAMA INTEGRATED SOLID WASTE MANAGEMENT FACILITY AND ELECTRICITY GENERATION FACILITY,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001; ACM0022,Registration and verification approval requested,Turkey,"383,503",Asia,,2020-10-31,2027-10-30
3639,2BZ BES ÇUBUK BIOGAS POWER PLANT,Multiple Proponents,Waste handling and disposal,,AM0073,Registered,Turkey,"159,712",,2025-04-20,2020-10-27,2027-10-26
3640,3A BES Akyurt Biogas Power Plant,Multiple Proponents,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AM0073,Registered,Turkey,"113,198",Middle East,2024-10-15,2020-10-28,2027-10-27
3632,"Eastern Cape Bamboo Forestry Project, South Africa","EcoPlanet Bamboo Group, LLC",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration requested,South Africa,"272,471",Africa,,2023-10-01,2053-09-30
3633,Cultivating Carbon Regenerative Agriculture Project,Cultivating Carbon Proprietary Limited,Agriculture Forestry and Other Land Use,ALM,VM0017,Registration requested,South Africa,"3,510",Africa,,2019-09-01,2059-08-31
3634,Agoro Carbon USA Cropland Program,Agoro Carbon Alliance US Inc.,Agriculture Forestry and Other Land Use,ALM,VM0042,Registration requested,United States,"306,507",North America,,2021-05-20,2041-05-19
3635,Três Morrinhos Grouped REDD+ Project,Future Carbon Consultoria e Projetos Florestais LTDA,Agriculture Forestry and Other Land Use,REDD,VM0007; VM0015,Withdrawn,Brazil,"61,428",Latin America,,2020-02-01,2030-01-31
3630,Selva Paranaense Vida Nativa - GS1,NIDEPORT SOCIEDAD ANONIMA,Agriculture Forestry and Other Land Use,IFM,VM0005,Registration and verification approval requested,Argentina,"151,631",Latin America,,2021-12-15,2121-12-14
3631,IACO REDD+ Project,IACO AMBIENTAL LTDA,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,Brazil,"773,489",Latin America,,2021-12-16,2051-12-15
3625,Yangdong Landfill Gas Power Generation Project,"Yangjiang Yangdong Huanyu New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"129,487",Asia,2023-06-21,2021-04-01,2028-03-31
3626,Yangchun Landfill Gas Power Generation Project,"Yangchun Huanchuang New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"131,612",Asia,2023-06-21,2021-08-10,2028-08-09
3627,"Eastern Cape Restoration Project, South Africa - Makhanda","EcoPlanet Bamboo Group, LLC",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration requested,South Africa,"157,919",Africa,,2022-10-01,2062-09-30
3628,"Eastern Cape Restoration Project, South Africa - Somerset East","EcoPlanet Bamboo Group, LLC",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,South Africa,"218,083",Africa,2025-02-14,2023-10-01,2063-09-30
3629,CRHC Agricultural Hemp Rotation - Alberta - Project 1,Canadian Rockies Hemp Corporation,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Canada,"22,593",North America,,2020-05-01,2060-04-30
3618,Methane avoidance in rice cultivation in Hefeng district of Huarong county,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Inactive,China,"59,371",Asia,,2020-04-03,2030-04-02
3619,Methane avoidance in rice cultivation in Donggang district of Huarong county,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Inactive,China,"59,829",Asia,,2020-04-02,2030-04-01
3620,Methane avoidance in rice cultivation in Chaqi district of Huarong county,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Inactive,China,"57,216",Asia,,2020-04-03,2030-04-02
3621,VANKE CENTER BUILDING ENERGY EFFICIENCY PROJECT,"Deeprock Net Zero Technology (Shenzhen) Co., Ltd.",Energy demand; Energy industries (renewable/non-renewable sources),,AMS-I.D.; AMS-II.E.,Under validation,China,"1,311",Asia,,2022-06-01,2032-05-31
3622,MK Group Energy Biogas Plant,PACT Capital AG,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,Serbia,"20,356",Europe,2025-03-17,2022-10-06,2029-10-05
3623,Bugnavilla Afforestation Through High-Quality Timber Over Degraded Grasslands,Bugnavilla SAS,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Uruguay,"4,017",Latin America,2025-02-21,2023-03-21,2123-03-20
3615,Balıkesir Animal Manure Methane Recovery and Utilization Plant,Multiple Proponents,Waste handling and disposal,,AM0073,Registration requested,Turkey,"135,488",Middle East,,2020-10-17,2027-10-16
3616,Recycling Roadways for Carbon Emission Reductions - Midstate Reclamation and Trucking,"Global Emissionairy, LLC",Construction,,VM0039,Registered,United States,"75,767",North America,2024-01-04,2021-04-27,2031-04-26
3617,ECOPARQUE SERGIPE LANDFILL GAS PROJECT,ORIZON Valorização de Resíduos S.A.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Withdrawn,Brazil,"389,909",Latin America,,2023-02-01,2030-01-31
3610,Methane avoidance in rice cultivation in Xinzhou district of Huarong county,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Inactive,China,"56,977",Asia,,2020-04-03,2030-04-02
3611,Methane avoidance in rice cultivation in Dongshan district of Huarong county,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Inactive,China,"55,750",Asia,,2020-04-04,2030-04-03
3612,Methane avoidance in rice cultivation in Shengfeng district of Huarong county,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Inactive,China,"58,857",Asia,,2020-04-04,2030-04-03
3613,Solar Power Project by SOMA Energy,Soma Energy Co. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Verification approval requested,Cambodia,"5,113",Asia,2023-07-27,2020-08-13,2027-08-12
3606,Jiangxi Ruijin Improved Forest Management Project,Jiangxi Tianye Biotechnology Limited,Agriculture Forestry and Other Land Use,IFM,VM0010,Rejected by Administrator,China,"115,702",Asia,,2020-01-01,2049-12-31
3607,"Sustainable Rice Cultivation for Marginal Farmers in Chhattisgarh, India",Value Network Ventures Advisory Services Pvt. Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Withdrawn,India,"77,805",Asia,,2022-07-01,2029-06-30
3608,"Sustainable Rice Cultivation for Marginal Farmers in Maharashtra, India",Value Network Ventures Advisory Services Pvt. Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Withdrawn,India,"126,806",Asia,,2022-07-01,2029-06-30
3609,MUTLULAR BIOGAS ANIMAL MANURE METHANE RECOVERY AND UTILIZATION PLANT,Multiple Proponents,Waste handling and disposal,,AM0073,Registration requested,Turkey,"334,603",Middle East,,2020-10-30,2027-10-29
3603,Jiangsu Lisaike PET Recycling Project,"Jiangsu Lisaike Environmental Protection Material Technology Co., Ltd.",Waste handling and disposal,,AMS-III.AJ.,Registered,China,"59,277",Asia,2023-07-31,2021-03-16,2028-03-15
3604,Improved Cookstove Implementation in Nepal.,Multiple Proponents,Energy demand,,VMR0006,Registered,Nepal,"32,757",Asia,2024-02-14,2021-08-01,2031-07-31
3599,Grouped Projects for Safe Drinking Water for Schools in Viet Nam,Sustainability Investment Promotion and Development Joint Stock Company,Energy demand,,AMS-III.AV.,Verification approval requested,Viet Nam,"581,697",Asia,2023-09-25,2022-07-04,2032-07-03
3600,SULIGE AFFORESTATION PROJECT IN INNER MONGOLIA AUTONOMOUS REGION,PETROCHINA Changqing Oilfield Company Gas Production Plant No.1 (PCOC GPP No.1),Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Under development,China,373,Asia,,2022-03-18,2042-03-17
3601,CAAPII REDD+ PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registration and verification approval requested,Brazil,"228,338",Latin America,,2019-07-25,2049-07-24
3602,Udzungwa Corridor Reforestation,Udzungwa Corridor Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Tanzania,"178,047",Africa,2023-11-20,2022-02-03,2052-02-02
3593,"Bougouni-Yanfolila Forest Project, Mali",Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; REDD,AR-AMS0007; VM0006,Under development,Mali,"436,828",Africa,,2018-10-05,2048-10-04
3594,Finca la Paz II,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Under validation,Colombia,"110,350",Latin America,,2016-12-01,2046-11-30
3595,"Agroforestry System  Lanquin, Alta Verapaz, Guatemala",Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Under development,Guatemala,"7,383",Latin America,,2019-04-04,2049-04-03
3596,Methane avoidance in rice cultivation in South of Yunxi District,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Inactive,China,"55,955",Asia,,2020-04-03,2030-04-02
3598,REPLACING SYNTHETIC NITROGEN FERTILIZER WITH IN-SEASON NITROGEN SOURCES THAT FIX AND SUPPLY NITROGEN TO AGRICULTURAL CROPS,"Pivot Bio, Inc.",Agriculture Forestry and Other Land Use,ALM,VM0022,Under validation,United States,"1,000",North America,,2022-01-01,2031-12-31
3569,AAC Block Project by Parthcrete Green Concrete Solutions LLP,Parthcrete Green Concrete Solutions LLP,Manufacturing industries,,AMS-III.Z,Under development,India,"16,869",Asia,,2021-09-27,2028-09-26
3570,Bamboo plantations by farmers and community in the country,Infinite Environmental Solutions LLP,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,India,"61,126",Asia,,2019-07-09,2049-07-08
3572,GROUPED AGROFORESTRY PROJECT IN VARIOUS STATES OF INDIA,Infinite Solutions,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,India,"163,886",Asia,,2019-07-01,2049-06-30
3591,The Mayas Project,PT Mohairson Pawan Khatulistiwa,Agriculture Forestry and Other Land Use,REDD; WRC,VM0007,Under validation,Indonesia,"2,406,748",Asia,,2019-01-01,2052-12-31
3573,"Rooftop Solar Project by Earth Carbon Foundation in Gujarat, India",Earth Carbon Foundation.,Energy industries (renewable/non-renewable sources),,ACM0002,Inactive,India,"45,770",Asia,,2020-09-01,2027-08-31
3574,Grouped plantation activity in various states of India,Infinite Environmental Solutions Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration and verification approval requested,India,"34,146",Asia,,2018-04-01,2048-03-31
3575,Kokolopori Bonobo Peace Forest Grouped REDD Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Under development,"Congo, The Democratic Republic of The","1,047,213",Africa,,2021-02-26,2031-02-25
3576,Ban Odisha 01,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Rejected by Administrator,India,"15,671",Asia,,2015-01-01,2034-12-31
3577,Ban Odisha 02,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Rejected by Administrator,India,"15,671",Asia,,2015-01-01,2034-12-31
3578,Ban Odisha 03,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Rejected by Administrator,India,"15,671",Asia,,2015-01-01,2034-12-31
3579,Ban Odisha 04,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Rejected by Administrator,India,"15,671",Asia,,2015-01-01,2034-12-31
3580,Ban Odisha 05,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Rejected by Administrator,India,"15,671",Asia,,2015-01-01,2034-12-31
3581,THAMMA RAKSA - REFORESTATION AND LAND RESTORATION IN THAILAND,The PURE PROJECT SAS,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Inactive,Thailand,"3,239",Asia,,2016-04-08,2051-04-07
3582,Ban Odisha 06,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Rejected by Administrator,India,"15,671",Asia,,2015-01-01,2034-12-31
3583,Ban Odisha 07,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Rejected by Administrator,India,"15,671",Asia,,2015-01-01,2034-12-31
3584,Ban Odisha 08,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Rejected by Administrator,India,"15,671",Asia,,2015-01-01,2034-12-31
3585,Ban Odisha 09,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Rejected by Administrator,India,"15,671",Asia,,2015-01-01,2034-12-31
3586,Ban Odisha 10,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Rejected by Administrator,India,"15,671",Asia,,2015-01-01,2034-12-31
3587,KOPI LESTARI AGROFORESTRY AND LAND REHABILITATION WITH SMALLHOLDER FARMERS IN INDONESIA,The PURE PROJECT SAS,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Inactive,Indonesia,"5,613",Asia,,2016-06-01,2051-05-31
3588,Agro Forestry01,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,Pakistan,"1,699,482",Asia,,2018-01-01,2037-12-31
3589,Tshopo Lomami Grouped REDD Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,"Congo, The Democratic Republic of The","2,944,128",Africa,,2020-09-20,2050-09-19
3590,Jutaituba REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registration and verification approval requested,Brazil,"600,694",Latin America,,2020-10-26,2060-10-25
3592,Sankuru Peace Forest Grouped REDD Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,"Congo, The Democratic Republic of The","7,390,562",Africa,,2020-12-30,2050-12-29
3542,Gansu Xiaolongshan Afforestation Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,China,"45,361",Asia,,2017-09-01,2077-08-31
3544,Solid Waste to Energy Production Facility Sonepat,JBM Environment Management Pvt Ltd,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,India,"152,616",Asia,2024-06-10,2021-08-13,2031-08-12
3545,"50 MW (AC) SOLAR PARK AT SUTIAKHALI, GOURIPUR, MYMENSINGH",HDFC Sinpower Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Bangladesh,"55,302",Asia,2023-02-06,2020-11-04,2027-11-03
3546,ADJUSTED WATER MANAGEMENT IN RICE CULTIVATION IN CHANGSHOU DISTRICT,Chongqing Xinchu Carbon Technology Co. Ltd,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Inactive,China,"41,217",Asia,,2020-04-20,2027-04-19
3549,Community Based Forest Plantation in India,Greenovation Sustainability Solutions Private Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,India,"140,882",Asia,,2018-07-03,2038-07-02
3552,Community Forestry Initiatives in India,SAUNTA GAUNTA FOUNDATION,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,India,"145,278",Asia,,2018-06-02,2058-06-01
3553,COMMUNITY PARTICIPATIVE FORESTRY/AGROFORESTRY DEVELOPMENT PROJECT IN INDIA,Indian Farm Forestry Development Co-operative Ltd.,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registered,India,"10,371",Asia,2025-03-21,2015-07-01,2035-06-30
3554,Core Farming in Odisha,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0017,Under development,India,"774,200",Asia,,2018-10-01,2058-09-30
3555,Agroforestry Plantations in the Country by Greenply,Greenply Industries Limited (GIL),Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration and verification approval requested,India,"13,303",Asia,,2018-06-15,2048-06-14
3556,Grouped Rooftop Solar Project by Tata Power Renewable Energy Limited,Tata Power Renewable Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,India,"17,764",Asia,2024-02-20,2020-10-01,2027-09-30
3557,Bundled Solar Power Project by Sun Source Energy Private Limited 01,Sun Source Energy Private Limited.,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration and verification approval request denied,India,"19,763",Asia,,2021-01-04,2028-01-03
3558,Core Farming in West Bengal,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0017,Under development,India,"308,918",Asia,,2018-08-01,2058-07-31
3559,Bundled Solar Power Project by Sun Source Energy Private Limited 02,Sun Source Energy Private Limited.,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration and verification approval request denied,India,"13,923",Asia,,2021-10-19,2028-10-18
3560,Improving livelihoods through Agroforestry Plantations in India,Infinite Environmental Solutions LLP,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,India,"39,445",Asia,,2019-06-20,2049-06-19
3561,Core Farming in Tamil Nadu,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0017,Under development,India,"871,824",Asia,,2018-11-01,2058-10-31
3562,Agroforestry plantations in India,Shivbhadra Agro Private LTD,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration and verification approval requested,India,"8,947",Asia,,2018-06-18,2048-06-17
